IID,GEBV
1001410,-13.8422
1001411,-16.3431
1001412,-27.8671
1001413,-6.914
1001414,-21.4219
1001415,-22.8927
1001416,-2.15901
1001417,-22.4056
1001418,-23.6351
1001419,-12.5619
1001420,-23.2472
1001421,-10.9626
1001422,-16.4177
1001423,-18.5238
1001424,-19.1127
1001425,-16.7059
1001426,-27.5102
1001427,-13.6067
1001428,-26.9711
1001429,-22.6748
1001430,-6.33174
1001431,-16.3927
1001432,-27.2324
1001433,-29.8217
1001434,-14.2699
1001435,-23.1804
1001436,-11.9135
1001437,-15.8039
1001438,-15.3339
1001439,-11.8945
1001440,-13.7644
1001441,0.944957
1001442,-13.5334
1001443,-21.1785
1001444,-21.5177
1001445,-17.1156
1001446,-22.5757
1001447,-11.7905
1001448,-11.2653
1001449,-20.7275
1001450,-32.194
1001451,-22.182
1001452,-14.88
1001453,-13.3907
1001454,-13.7418
1001455,-18.6669
1001456,-24.3433
1001457,-8.82632
1001458,-8.98694
1001459,-21.1185
1001460,-26.2317
1001461,-10.2302
1001462,-24.5424
1001463,-16.9072
1001464,-15.0159
1001465,-21.4031
1001466,-10.5033
1001467,-18.4152
1001468,-22.2538
1001469,-19.2788
1001470,-28.7124
1001471,-12.8231
1001472,-20.122
1001473,-7.75839
1001474,-21.3864
1001475,-18.5031
1001476,-31.4229
1001477,-15.5232
1001478,-22.4387
1001479,-16.5968
1001480,-14.4091
1001481,-12.5108
1001482,-21.2187
1001483,-12.6944
1001484,-21.5086
1001485,-21.9011
1001486,-26.215
1001487,-22.4224
1001488,-16.3718
1001489,-14.9722
1001490,-18.892
1001491,-20.4318
1001492,-16.9017
1001493,-11.7534
1001494,-20.7384
1001495,-23.2857
1001496,-18.4033
1001497,-11.0088
1001498,-30.8481
1001499,-6.43104
1001500,-19.8057
1001501,-23.3233
1001502,-21.3084
1001503,-14.4514
1001504,-20.9133
1001505,-19.9274
1001506,-17.3426
1001507,-13.2002
1001508,-10.633
1001509,-15.8258
1001510,-24.7062
1001511,-18.7737
1001512,-19.3684
1001513,-10.7683
1001514,-10.8449
1001515,-24.2177
1001516,-16.2711
1001517,-22.071
1001518,-12.8233
1001519,-18.2769
1001520,-20.8075
1001521,-10.5737
1001522,-19.7997
1001523,-18.7161
1001524,-12.7094
1001525,-12.8025
1001526,-20.6742
1001527,-15.3936
1001528,-12.2474
1001529,-10.3486
1001530,-28.2624
1001531,-4.5824
1001532,-18.3313
1001533,-24.6845
1001534,-15.3286
1001535,-15.9017
1001536,-17.2016
1001537,-16.2342
1001538,-14.0393
1001539,-23.3501
1001540,-23.9569
1001541,-8.77552
1001542,-15.0618
1001543,-16.5985
1001544,-26.979
1001545,-20.6605
1001546,-7.79942
1001547,-29.3654
1001548,-12.2943
1001549,-11.4937
1001550,-18.1921
1001551,-10.4271
1001552,-8.39333
1001553,-12.3971
1001554,-18.6567
1001555,-11.7454
1001556,-20.4828
1001557,-14.1797
1001558,-15.5684
1001559,-16.6614
1001560,-20.1199
1001561,-18.0964
1001562,-23.8242
1001563,-23.5907
1001564,-12.4689
1001565,-19.2481
1001566,-15.2737
1001567,-16.4907
1001568,-14.2684
1001569,-15.9408
1001570,-17.6319
1001571,-23.1882
1001572,-26.0384
1001573,-19.7717
1001574,-22.8309
1001575,-20.2456
1001576,-22.2657
1001577,-8.24549
1001578,-26.6504
1001579,-14.5976
1001580,-23.7702
1001581,-7.15431
1001582,-21.4674
1001583,-15.677
1001584,-25.6148
1001585,-14.2955
1001586,-25.0119
1001587,-11.0801
1001588,-10.5606
1001589,-18.5368
1001590,-15.0874
1001591,-10.2702
1001592,-14.2633
1001593,-28.8356
1001594,-12.4822
1001595,-10.6522
1001596,-22.3001
1001597,-21.482
1001598,-22.5595
1001599,-23.735
1001600,-16.89
1001601,-10.8565
1001602,-23.0142
1001603,-18.2
1001604,-15.6937
1001605,-24.1378
1001606,-17.1969
1001607,-24.9385
1001608,-14.6488
1001609,-16.8191
1001610,-19.3785
1001611,-13.31
1001612,-21.6893
1001613,-15.9068
1001614,-10.0741
1001615,-19.0295
1001616,-19.4785
1001617,-7.24981
1001618,-17.3529
1001619,-14.3939
1001620,-29.7734
1001621,-13.8552
1001622,-9.25449
1001623,-20.9795
1001624,-18.6066
1001625,-22.2939
1001626,-18.6222
1001627,-12.2695
1001628,-14.137
1001629,-14.4991
1001630,-19.2064
1001631,-18.4092
1001632,-20.1233
1001633,-13.2658
1001634,-30.3204
1001635,-19.8778
1001636,-16.2448
1001637,-23.9254
1001638,-18.1176
1001639,-16.9322
1001640,-24.9749
1001641,-22.5011
1001642,-15.3506
1001643,-21.1383
1001644,-19.0812
1001645,-20.1375
1001646,-21.9105
1001647,-18.8318
1001648,-16.6158
1001649,-22.052
1001650,-16.191
1001651,-26.2834
1001652,-14.5879
1001653,-25.3961
1001654,-10.3244
1001655,-20.6685
1001656,-12.1944
1001657,-26.9065
1001658,-18.6346
1001659,-25.4079
1001660,-14.0827
1001661,-15.2619
1001662,-10.6342
1001663,-14.3007
1001664,-9.05287
1001665,-16.4809
1001666,-15.1249
1001667,-22.715
1001668,-16.1973
1001669,-20.0099
1001670,-16.2076
1001671,-14.3148
1001672,-17.549
1001673,-16.2688
1001674,-18.1925
1001675,-23.9567
1001676,-4.7541
1001677,-13.5956
1001678,-11.3938
1001679,-14.6685
1001680,-16.0134
1001681,-16.7641
1001682,-21.375
1001683,-12.3139
1001684,-16.856
1001685,-19.8957
1001686,-14.0113
1001687,-26.4262
1001688,-16.4348
1001689,-21.3116
1001690,-20.1088
1001691,-22.3169
1001692,-9.21307
1001693,-22.7562
1001694,-8.14542
1001695,-18.3388
1001696,-24.4129
1001697,-26.5478
1001698,-15.9642
1001699,-12.613
1001700,-19.2427
1001701,-17.4347
1001702,-19.1847
1001703,-16.5019
1001704,-7.0489
1001705,-12.9067
1001706,-17.1484
1001707,-6.85776
1001708,-12.7339
1001709,-14.7658
1001710,-14.4603
1001711,-20.363
1001712,-18.5849
1001713,-18.3797
1001714,-18.0315
1001715,-15.559
1001716,-18.6804
1001717,-26.4445
1001718,-20.2816
1001719,-25.7064
1001720,-11.2823
1001721,-24.3685
1001722,-29.7319
1001723,-21.5731
1001724,-22.2294
1001725,-12.3784
1001726,-19.2022
1001727,-12.6033
1001728,-21.0727
1001729,-14.911
1001730,-15.749
1001731,-11.4744
1001732,-16.0209
1001733,-22.235
1001734,-17.1591
1001735,-22.8434
1001736,-17.1286
1001737,-16.1695
1001738,-13.2116
1001739,-17.2839
1001740,-19.6239
1001741,-25.0408
1001742,-11.5796
1001743,-22.4627
1001744,-7.46168
1001745,-19.2523
1001746,-18.561
1001747,-2.32421
1001748,-7.02411
1001749,-13.1899
1001750,-16.8482
1001751,-15.9701
1001752,-13.2192
1001753,-16.9258
1001754,-16.2985
1001755,-12.2673
1001756,-21.7895
1001757,-16.2788
1001758,-9.79721
1001759,-21.544
1001760,-14.1258
1001761,-18.4466
1001762,-4.14098
1001763,-21.5615
1001764,-25.8635
1001765,-14.0997
1001766,-19.5519
1001767,-17.2555
1001768,-20.4445
1001769,-4.50491
1001770,-17.7531
1001771,-19.825
1001772,-12.7661
1001773,-18.2707
1001774,-11.6382
1001775,-18.5939
1001776,-11.6727
1001777,-13.3504
1001778,-28.7187
1001779,-11.4484
1001780,-19.8162
1001781,-19.7129
1001782,-13.1551
1001783,-25.803
1001784,-5.01077
1001785,-3.62777
1001786,-12.2595
1001787,-16.0124
1001788,-13.5733
1001789,-19.7125
1001790,-15.9199
1001791,-27.0963
1001792,-19.6467
1001793,-14.5222
1001794,-17.9107
1001795,-18.857
1001796,-18.3433
1001797,-23.1937
1001798,-19.4798
1001799,-14.0327
1001800,-26.2779
1001801,-34.2275
1001802,-11.9635
1001803,-21.5684
1001804,-22.541
1001805,-19.3097
1001806,-8.12701
1001807,-13.0177
1001808,-12.0914
1001809,-21.908
1001810,-13.752
1001811,-12.2907
1001812,-21.0388
1001813,-16.4894
1001814,-11.5997
1001815,-14.4575
1001816,-17.7148
1001817,-20.7187
1001818,-24.4631
1001819,-28.0742
1001820,-18.7689
1001821,-13.7736
1001822,-14.9824
1001823,-6.47394
1001824,-18.7969
1001825,-16.4868
1001826,-21.5104
1001827,-23.2438
1001828,-16.4187
1001829,-16.6891
1001830,-9.87088
1001831,-16.0294
1001832,-18.3234
1001833,-29.0731
1001834,-14.3766
1001835,-25.444
1001836,-14.1888
1001837,-17.8757
1001838,-21.2447
1001839,-21.9907
1001840,-18.1624
1001841,-19.8484
1001842,-18.8169
1001843,-12.4049
1001844,-12.1027
1001845,-22.2244
1001846,-13.3496
1001847,-16.8244
1001848,-15.6634
1001849,-15.2171
1001850,-20.1082
1001851,-9.51175
1001852,-10.3644
1001853,-16.8746
1001854,-14.9828
1001855,-22.0349
1001856,-14.6092
1001857,-16.7639
1001858,-20.4247
1001859,-28.1776
1001860,-20.943
1001861,-20.4302
1001862,-19.8433
1001863,-22.9808
1001864,-12.5461
1001865,-25.2805
1001866,-24.5717
1001867,-7.51608
1001868,-20.5774
1001869,-18.7749
1001870,-20.9833
1001871,-18.2334
1001872,-16.0858
1001873,-15.3882
1001874,-12.1984
1001875,-24.0722
1001876,-19.8798
1001877,-10.0571
1001878,-26.2181
1001879,-14.6686
1001880,-18.0843
1001881,-13.5469
1001882,-16.9195
1001883,-4.74577
1001884,-13.7504
1001885,-11.1869
1001886,-16.621
1001887,-19.8999
1001888,-11.7007
1001889,-6.55682
1001890,-30.1532
1001891,-23.0776
1001892,-14.1165
1001893,-21.2752
1001894,-11.3729
1001895,-21.5484
1001896,-23.6153
1001897,-19.9637
1001898,-21.5597
1001899,-10.6279
1001900,-18.7893
1001901,-16.0327
1001902,-14.8635
1001903,-14.3756
1001904,-21.345
1001905,-15.0706
1001906,-14.2517
1001907,-29.0902
1001908,-15.2077
1001909,-26.1739
1001910,-6.98521
1001911,-19.4543
1001912,-12.1656
1001913,-22.4607
1001914,-18.8195
1001915,-24.3819
1001916,-16.5649
1001917,-13.6411
1001918,-5.29481
1001919,-16.1239
1001920,-23.4111
1001921,-8.63927
1001922,-15.054
1001923,-9.99841
1001924,-25.5116
1001925,-20.7444
1001926,-19.3652
1001927,-19.0406
1001928,-3.19663
1001929,-15.2716
1001930,-14.0912
1001931,-15.1545
1001932,-20.4338
1001933,-20.5255
1001934,-19.1635
1001935,-18.2563
1001936,-16.4658
1001937,-18.1521
1001938,-17.2295
1001939,-14.5302
1001940,-18.3462
1001941,-28.581
1001942,-8.48504
1001943,-22.7335
1001944,-20.9493
1001945,-17.314
1001946,-14.1995
1001947,-16.197
1001948,-15.6718
1001949,-30.4192
1001950,-11.297
1001951,-11.9794
1001952,-14.748
1001953,-21.4577
1001954,-12.6174
1001955,-12.9783
1001956,-21.6561
1001957,-7.5761
1001958,-28.8316
1001959,-12.8861
1001960,-28.7709
1001961,-26.052
1001962,-15.3964
1001963,-20.1065
1001964,-17.6628
1001965,-17.8952
1001966,-4.95534
1001967,-22.959
1001968,-10.2447
1001969,-18.8843
1001970,-16.9214
1001971,-16.2288
1001972,-15.7508
1001973,-13.9691
1001974,-20.3525
1001975,-17.9058
1001976,-9.63846
1001977,-14.2609
1001978,-25.5384
1001979,-13.3934
1001980,-17.3817
1001981,-19.8161
1001982,-15.3754
1001983,-31.5136
1001984,-28.004
1001985,-13.6672
1001986,-12.2712
1001987,-21.0151
1001988,-26.2484
1001989,-22.418
1001990,-12.3212
1001991,-15.3586
1001992,-15.0616
1001993,-20.2469
1001994,-19.4821
1001995,-20.199
1001996,-12.8621
1001997,-17.2023
1001998,-9.45956
1001999,-19.1453
1002000,-22.8288
1002001,-26.2273
1002002,-14.127
1002003,-21.5601
1002004,-13.214
1002005,-19.3492
1002006,-20.1179
1002007,-17.4078
1002008,-23.8537
1002009,-19.0098
1002010,-12.9228
1002011,-17.2298
1002012,-15.51
1002013,-10.6825
1002014,-17.4403
1002015,-20.9019
1002016,-11.285
1002017,-22.2835
1002018,-20.3381
1002019,-28.6038
1002020,-12.8726
1002021,-5.6642
1002022,-13.8419
1002023,-23.9317
1002024,-22.4422
1002025,-27.1697
1002026,-18.4244
1002027,-15.2691
1002028,-3.40421
1002029,-18.6258
1002030,-19.6436
1002031,-11.072
1002032,-17.3239
1002033,-17.2059
1002034,-13.8283
1002035,-15.4
1002036,-21.6965
1002037,-23.6737
1002038,-21.5551
1002039,-22.1353
1002040,-18.512
1002041,-13.5267
1002042,-17.5304
1002043,-24.7002
1002044,-8.82823
1002045,-23.318
1002046,-13.2265
1002047,-3.709
1002048,-25.9034
1002049,-12.8643
1002050,-0.351119
1002051,-16.8069
1002052,-17.2612
1002053,-24.6709
1002054,-14.1859
1002055,-15.9682
1002056,-4.04757
1002057,-15.2703
1002058,-29.9614
1002059,-17.4553
1002060,-20.8126
1002061,-10.8247
1002062,-15.2746
1002063,-17.0538
1002064,-23.8241
1002065,-14.9903
1002066,-11.9222
1002067,-2.29646
1002068,-14.57
1002069,-15.629
1002070,-12.8726
1002071,-23.0389
1002072,-14.5938
1002073,-27.6025
1002074,-17.5412
1002075,-21.8918
1002076,-26.5329
1002077,-20.2664
1002078,-15.532
1002079,-21.9913
1002080,-8.90509
1002081,-25.9242
1002082,-11.9016
1002083,-21.0569
1002084,-20.9002
1002085,-16.7746
1002086,-17.1553
1002087,-21.3919
1002088,-15.8148
1002089,-6.71811
1002090,-15.2361
1002091,-11.6025
1002092,-12.1631
1002093,-1.47035
1002094,-12.9789
1002095,-26.7259
1002096,-15.4499
1002097,-16.3743
1002098,-12.4131
1002099,-17.3027
1002100,-12.7472
1002101,-17.9668
1002102,-19.6381
1002103,-23.5207
1002104,-14.4926
1002105,-16.9767
1002106,-17.8631
1002107,-22.6246
1002108,-12.8551
1002109,-21.6139
1002110,-17.1637
1002111,-19.1909
1002112,-0.168043
1002113,-17.3048
1002114,-23.1434
1002115,-28.9132
1002116,-22.6274
1002117,-15.1179
1002118,-19.0963
1002119,-11.9613
1002120,-19.9083
1002121,-22.9845
1002122,-22.0965
1002123,-7.24822
1002124,-16.1758
1002125,-3.66277
1002126,-20.1101
1002127,-24.3284
1002128,-17.4745
1002129,-22.5074
1002130,-12.1584
1002131,-13.5498
1002132,-22.3
1002133,-16.4053
1002134,-22.6134
1002135,-27.3181
1002136,-21.6818
1002137,-26.1132
1002138,-8.14439
1002139,-10.6809
1002140,-20.8603
1002141,-15.7048
1002142,-11.5576
1002143,-16.5436
1002144,-20.2356
1002145,-15.9741
1002146,-19.0746
1002147,-18.2531
1002148,-21.61
1002149,-31.8303
1002150,-16.1804
1002151,-16.6844
1002152,-15.981
1002153,-22.3261
1002154,-8.67736
1002155,-19.9626
1002156,-11.9697
1002157,-12.0891
1002158,-14.1839
1002159,-14.2627
1002160,-16.0257
1002161,-9.46709
1002162,-22.9588
1002163,-9.87085
1002164,-20.914
1002165,-12.8698
1002166,-25.881
1002167,-18.8055
1002168,-20.1258
1002169,-29.8852
1002170,-11.793
1002171,-14.9475
1002172,-11.6363
1002173,-9.01697
1002174,-15.2901
1002175,-19.7923
1002176,-17.4068
1002177,-18.9561
1002178,-12.2312
1002179,-22.2778
1002180,-10.9844
1002181,-22.0757
1002182,-18.0801
1002183,-9.06727
1002184,-19.4532
1002185,-4.13946
1002186,-15.627
1002187,-17.4074
1002188,-5.45064
1002189,-20.5237
1002190,-23.5941
1002191,-20.8715
1002192,-23.6283
1002193,-12.5538
1002194,-15.8185
1002195,-4.45919
1002196,-29.1919
1002197,-20.4176
1002198,-21.203
1002199,-21.2311
1002200,-18.1946
1002201,-24.4446
1002202,-24.6434
1002203,-24.6873
1002204,-14.9977
1002205,-13.442
1002206,-6.62824
1002207,-15.7069
1002208,-19.9978
1002209,-18.9057
1002210,-9.26387
1002211,-26.4807
1002212,-15.1729
1002213,-13.8575
1002214,-16.3478
1002215,-14.0659
1002216,-10.6657
1002217,-25.8019
1002218,-13.3086
1002219,-8.81733
1002220,-3.52307
1002221,-22.8462
1002222,-20.6898
1002223,-11.8826
1002224,-17.833
1002225,-16.0494
1002226,-8.99762
1002227,-26.2486
1002228,-15.3373
1002229,-11.8084
1002230,-5.94909
1002231,-10.2247
1002232,-21.7314
1002233,-22.3451
1002234,-20.678
1002235,-19.2668
1002236,-21.4874
1002237,-13.1109
1002238,-18.605
1002239,-16.0293
1002240,-18.7082
1002241,-13.7864
1002242,-18.9974
1002243,-20.585
1002244,-13.9221
1002245,-15.594
1002246,-15.1945
1002247,-9.87957
1002248,-16.7837
1002249,-19.1483
1002250,-16.6565
1002251,-12.4123
1002252,-19.0009
1002253,-20.793
1002254,-11.9622
1002255,-17.0593
1002256,-20.0671
1002257,-9.83253
1002258,-16.0218
1002259,-16.9481
1002260,-15.2834
1002261,-14.624
1002262,-28.6671
1002263,-20.0551
1002264,-11.8391
1002265,-18.5641
1002266,-14.4124
1002267,-31.3466
1002268,-9.88462
1002269,-22.2909
1002270,-16.2591
1002271,-13.8021
1002272,-9.98713
1002273,-16.7608
1002274,-19.3465
1002275,-22.3453
1002276,-20.445
1002277,-17.5386
1002278,-18.6497
1002279,-16.8296
1002280,-17.1272
1002281,-12.7155
1002282,-15.439
1002283,-13.7319
1002284,-18.8162
1002285,-25.7459
1002286,-7.79613
1002287,-11.0483
1002288,-19.9894
1002289,-21.022
1002290,-27.4619
1002291,-12.4076
1002292,-8.52147
1002293,-22.8773
1002294,-9.98664
1002295,-8.54575
1002296,-11.2701
1002297,-16.9018
1002298,-15.2154
1002299,-16.5225
1002300,-22.8329
1002301,0.201997
1002302,-21.2086
1002303,-15.8268
1002304,-23.3401
1002305,-16.8974
1002306,-21.6454
1002307,-16.4748
1002308,-14.7388
1002309,-20.8163
1002310,-29.0017
1002311,-17.4182
1002312,-19.8688
1002313,-16.4089
1002314,-15.8692
1002315,-14.1294
1002316,-9.99346
1002317,-21.1605
1002318,-28.7031
1002319,-21.2428
1002320,-24.6427
1002321,-20.0231
1002322,-8.12572
1002323,-23.5177
1002324,-12.4019
1002325,-16.6654
1002326,-11.9505
1002327,-23.473
1002328,-19.6399
1002329,-15.6971
1002330,-20.4725
1002331,-11.5558
1002332,-30.4047
1002333,-7.16049
1002334,-13.8227
1002335,-18.3723
1002336,-11.3334
1002337,-12.2659
1002338,-18.4352
1002339,-16.6845
1002340,-16.5188
1002341,-22.8179
1002342,-22.4434
1002343,-18.0812
1002344,-19.4627
1002345,-27.6807
1002346,-16.9012
1002347,-17.7344
1002348,-18.2555
1002349,-17.2807
1002350,-15.2848
1002351,-24.6915
1002352,-7.74397
1002353,-32.5648
1002354,-11.7258
1002355,-18.0121
1002356,-22.1473
1002357,-19.6747
1002358,-7.91952
1002359,-20.5864
1002360,-22.8931
1002361,-34.5149
1002362,-24.8082
1002363,-18.9727
1002364,-14.385
1002365,-19.1819
1002366,-15.8582
1002367,-18.7558
1002368,-16.542
1002369,-9.1752
1002370,-18.35
1002371,-16.9465
1002372,-18.0873
1002373,-19.6399
1002374,-9.00862
1002375,-11.8717
1002376,-8.13399
1002377,-14.5403
1002378,-13.1113
1002379,-13.7523
1002380,-19.7546
1002381,-24.3803
1002382,-10.2451
1002383,-14.7183
1002384,-9.45229
1002385,-21.6412
1002386,3.91046
1002387,-16.1042
1002388,-13.2675
1002389,-18.3895
1002390,-18.1912
1002391,-8.00189
1002392,-25.748
1002393,-14.5507
1002394,-17.41
1002395,-20.9932
1002396,-14.3664
1002397,-20.7381
1002398,-18.4839
1002399,-7.81408
1002400,-20.0612
1002401,-19.5596
1002402,-25.1606
1002403,-16.2615
1002404,-23.3624
1002405,-24.1186
1002406,-19.1085
1002407,-14.6365
1002408,-24.1634
1002409,-28.2641
1002410,-26.9385
1002411,-18.7364
1002412,-22.254
1002413,-22.1031
1002414,-18.4588
1002415,-13.6609
1002416,-22.0612
1002417,-13.3535
1002418,-27.161
1002419,-20.8589
1002420,-14.6886
1002421,-14.9958
1002422,-17.05
1002423,-20.8661
1002424,-24.4519
1002425,-25.2763
1002426,-18.5461
1002427,-15.3099
1002428,-16.3584
1002429,-20.9605
1002430,-9.37865
1002431,-14.9653
1002432,-21.5082
1002433,-20.8832
1002434,-31.4457
1002435,-16.1594
1002436,-24.286
1002437,-17.0439
1002438,-22.5503
1002439,-16.8034
1002440,-16.0918
1002441,-18.0652
1002442,-26.6592
1002443,-18.3136
1002444,-18.2941
1002445,-15.2422
1002446,-15.2266
1002447,-23.4824
1002448,-14.8544
1002449,-12.8009
1002450,-8.53626
1002451,-24.8848
1002452,-19.8144
1002453,-20.3291
1002454,-19.6002
1002455,-14.3578
1002456,-10.0829
1002457,-20.7863
1002458,-8.69781
1002459,-18.9417
1002460,-19.1257
1002461,-15.9924
1002462,-16.8747
1002463,-16.5638
1002464,-14.9472
1002465,-17.0403
1002466,-12.5453
1002467,-13.5527
1002468,-11.8182
1002469,-9.78167
1002470,-24.8325
1002471,-18.7161
1002472,-18.0119
1002473,-19.328
1002474,-18.2712
1002475,-11.8177
1002476,-13.0167
1002477,-21.8263
1002478,-26.7605
1002479,-17.5747
1002480,-17.9414
1002481,-14.495
1002482,-16.7421
1002483,-13.4114
1002484,-21.077
1002485,-24.0107
1002486,-17.2838
1002487,-22.7805
1002488,-24.2918
1002489,-23.8026
1002490,-14.2674
1002491,-17.3749
1002492,-18.8081
1002493,-14.9638
1002494,-30.135
1002495,-22.5683
1002496,-19.2847
1002497,-9.68367
1002498,-21.9331
1002499,-24.9822
1002500,-15.9896
1002501,-14.3543
1002502,-26.4957
1002503,-28.5631
1002504,-9.36437
1002505,-19.0684
1002506,-23.0892
1002507,-17.388
1002508,-19.4006
1002509,-7.13172
1002510,-22.1083
1002511,-26.2325
1002512,-8.11975
1002513,-16.6254
1002514,-14.2005
1002515,-22.6707
1002516,-30.0876
1002517,-18.5443
1002518,-10.6594
1002519,-7.0018
1002520,-9.18801
1002521,-23.1404
1002522,-16.2921
1002523,-9.13983
1002524,-8.85443
1002525,-17.3097
1002526,-21.5942
1002527,-17.4149
1002528,-10.1793
1002529,-25.7967
1002530,-12.6745
1002531,-10.5639
1002532,-14.8366
1002533,-20.156
1002534,-20.288
1002535,-20.1794
1002536,-14.7266
1002537,-17.5558
1002538,-12.2114
1002539,-29.3518
1002540,-23.21
1002541,-14.9292
1002542,-22.8127
1002543,-15.7225
1002544,-14.3752
1002545,-11.5064
1002546,-24.5186
1002547,-10.532
1002548,-24.7871
1002549,-19.0161
1002550,-20.9946
1002551,-11.8994
1002552,-16.2173
1002553,-10.8903
1002554,-11.8153
1002555,-23.291
1002556,-17.2692
1002557,-23.5906
1002558,-22.8376
1002559,-22.035
1002560,-21.9337
1002561,-11.5904
1002562,-13.0603
1002563,-17.9138
1002564,-15.4729
1002565,-17.4602
1002566,-12.7822
1002567,-20.1417
1002568,-9.96907
1002569,-16.9718
1002570,-19.7234
1002571,-18.0643
1002572,-12.4018
1002573,-25.4052
1002574,-18.1046
1002575,-17.715
1002576,-7.34864
1002577,-21.512
1002578,-22.7915
1002579,-18.2891
1002580,-6.27692
1002581,-28.0415
1002582,-13.2184
1002583,-10.8276
1002584,-12.5705
1002585,-15.4554
1002586,-14.866
1002587,-11.4025
1002588,-7.57438
1002589,-25.803
1002590,-19.2596
1002591,-22.0122
1002592,-14.1786
1002593,-6.60234
1002594,-19.5117
1002595,-17.9554
1002596,-8.3738
1002597,-13.4518
1002598,-16.9595
1002599,-25.966
1002600,-16.149
1002601,-15.177
1002602,-14.7458
1002603,-18.033
1002604,-15.5577
1002605,-15.9583
1002606,-23.3225
1002607,-10.2159
1002608,-14.254
1002609,-8.21823
1002610,-19.4666
1002611,-14.3936
1002612,-16.9637
1002613,-17.7961
1002614,-22.9058
1002615,-11.6517
1002616,-17.7082
1002617,-22.7506
1002618,-15.3396
1002619,-12.903
1002620,-17.6957
1002621,-12.4853
1002622,-30.1849
1002623,-25.2993
1002624,-21.8322
1002625,-12.7151
1002626,-9.73292
1002627,-17.5433
1002628,-22.0694
1002629,-22.6453
1002630,-20.7563
1002631,-24.6197
1002632,-18.8457
1002633,-12.1461
1002634,-11.1117
1002635,-24.4189
1002636,-17.9835
1002637,-12.4653
1002638,-23.1872
1002639,-15.579
1002640,-10.8226
1002641,-21.5943
1002642,-15.4787
1002643,-16.3096
1002644,-12.1101
1002645,-17.2218
1002646,-21.3764
1002647,-15.0901
1002648,-20.8456
1002649,-22.7982
1002650,-20.6651
1002651,-16.5561
1002652,-15.6567
1002653,-9.60214
1002654,-11.5867
1002655,-24.8581
1002656,-16.4709
1002657,-23.2484
1002658,-10.2045
1002659,-22.0077
1002660,-11.8759
1002661,-13.9047
1002662,-16.4414
1002663,-27.3508
1002664,-11.6214
1002665,-3.01586
1002666,-11.063
1002667,-14.594
1002668,-21.551
1002669,-20.9189
1002670,-17.5587
1002671,-15.1509
1002672,-11.8225
1002673,-9.70746
1002674,-20.1389
1002675,-19.2335
1002676,-20.9259
1002677,-28.2647
1002678,-20.0578
1002679,-6.55613
1002680,-19.9063
1002681,-18.9459
1002682,-22.0915
1002683,-14.8894
1002684,-9.07689
1002685,-18.4323
1002686,-16.975
1002687,-32.3508
1002688,-13.4846
1002689,-17.0774
1002690,-16.7392
1002691,-10.886
1002692,-22.661
1002693,-15.4681
1002694,-28.2158
1002695,-5.95606
1002696,-19.2548
1002697,-18.2048
1002698,-17.3516
1002699,-16.494
1002700,-8.96216
1002701,-23.9992
1002702,-11.8832
1002703,-13.5146
1002704,-17.0504
1002705,-24.3451
1002706,-18.3641
1002707,-14.5538
1002708,-14.2053
1002709,-12.813
1002710,-26.3607
1002711,-19.8605
1002712,-23.8843
1002713,-10.2603
1002714,-9.6136
1002715,-19.1973
1002716,-16.9626
1002717,-27.7195
1002718,-8.30669
1002719,-16.7353
1002720,-30.5035
1002721,-13.8496
1002722,-26.8922
1002723,-19.8891
1002724,-24.4002
1002725,-26.5293
1002726,-21.7636
1002727,-20.7143
1002728,-16.3077
1002729,-19.0339
1002730,-19.4334
1002731,-19.5687
1002732,-23.5532
1002733,-29.736
1002734,-15.6149
1002735,-14.7018
1002736,-9.45061
1002737,-18.5478
1002738,-20.5331
1002739,-8.28643
1002740,-13.8604
1002741,-23.032
1002742,-23.1986
1002743,-20.2001
1002744,-28.6984
1002745,-27.2334
1002746,-30.6081
1002747,-20.1094
1002748,-21.955
1002749,-19.6484
1002750,-12.2733
1002751,-7.6081
1002752,-22.8579
1002753,-15.6374
1002754,-26.4278
1002755,-11.4324
1002756,-13.11
1002757,-20.5637
1002758,-19.1844
1002759,-19.4344
1002760,-23.3275
1002761,-24.6635
1002762,-14.3256
1002763,-8.23544
1002764,-13.2214
1002765,-25.188
1002766,-16.9345
1002767,-11.4262
1002768,-15.9463
1002769,-24.7675
1002770,-27.6583
1002771,-17.5334
1002772,-13.9163
1002773,-5.51379
1002774,-13.3297
1002775,-20.7612
1002776,-21.4877
1002777,-17.1049
1002778,-12.4281
1002779,-18.1684
1002780,-17.5322
1002781,-22.2921
1002782,-15.0801
1002783,-15.6991
1002784,-3.95755
1002785,-23.7202
1002786,-18.3733
1002787,-21.0513
1002788,-14.3948
1002789,-21.0084
1002790,-19.0823
1002791,-18.6753
1002792,-10.4725
1002793,-32.3879
1002794,-25.4176
1002795,-11.3398
1002796,-17.3124
1002797,-21.9291
1002798,-18.1252
1002799,-12.8081
1002800,-17.962
1002801,-11.2547
1002802,-19.2841
1002803,-17.4425
1002804,-18.843
1002805,-18.5278
1002806,-21.2816
1002807,-17.5589
1002808,-15.1396
1002809,-9.49097
1002810,-15.8439
1002811,-22.5008
1002812,-11.9986
1002813,-7.43419
1002814,-16.5048
1002815,-21.7086
1002816,-7.87953
1002817,-13.1108
1002818,-17.1835
1002819,-15.6571
1002820,-28.3187
1002821,-23.1865
