IID Py intercept R
1004937 3.71629 1 1
1004938 1.1447 1 1
1004939 -0.338372 1 1
1004940 3.72438 1 1
1004941 1.56339 1 1
1004942 1.05059 1 1
1004943 4.80898 1 1
1004944 -3.18956 1 1
1004945 1.15422 1 1
1004946 3.07977 1 1
1004947 -3.72205 1 1
1004948 0.802145 1 1
1004949 8.02926 1 1
1004950 -3.56971 1 1
1004951 -3.40188 1 1
1004952 -2.98975 1 1
1004953 -0.456522 1 1
1004954 -2.33186 1 1
1004955 -0.395245 1 1
1004956 -4.00404 1 1
1004957 4.556 1 1
1004958 4.72249 1 1
1004959 5.09303 1 1
1004960 -1.2996 1 1
1004961 6.44217 1 1
1004962 -5.98822 1 1
1004963 1.00395 1 1
1004964 -0.870749 1 1
1004965 -1.36632 1 1
1004966 0.375105 1 1
1004967 5.24236 1 1
1004968 -2.06934 1 1
1004969 -6.81482 1 1
1004970 -3.12403 1 1
1004971 2.05146 1 1
1004972 3.26445 1 1
1004973 -4.5712 1 1
1004974 5.03856 1 1
1004975 -2.12573 1 1
1004976 6.295 1 1
1004977 0.128419 1 1
1004978 -2.00112 1 1
1004979 -2.83103 1 1
1004980 0.671702 1 1
1004981 0.944348 1 1
1004982 -5.46269 1 1
1004983 1.2563 1 1
1004984 -0.456008 1 1
1004985 6.6497 1 1
1004986 4.45379 1 1
1004987 1.56074 1 1
1004988 -6.61661 1 1
1004989 -3.84333 1 1
1004990 3.50211 1 1
1004991 -2.06747 1 1
1004992 -1.79859 1 1
1004993 4.46921 1 1
1004994 3.01187 1 1
1004995 -5.45768 1 1
1004996 -2.41406 1 1
1004997 -4.96444 1 1
1004998 1.74855 1 1
1004999 -3.90485 1 1
1005000 -1.55559 1 1
1005001 -1.64283 1 1
1005002 0.823411 1 1
1005003 0.596254 1 1
1005004 1.52934 1 1
1005005 3.65019 1 1
1005006 -2.95714 1 1
1005007 -2.78757 1 1
1005008 3.25594 1 1
1005009 5.21262 1 1
1005010 6.52137 1 1
1005011 -0.277469 1 1
1005012 7.64384 1 1
1005013 0.787885 1 1
1005014 3.91639 1 1
1005015 -6.21654 1 1
1005016 3.38673 1 1
1005017 0.705135 1 1
1005018 8.44052 1 1
1005019 2.92341 1 1
1005020 -0.203902 1 1
1005021 0.708061 1 1
1005022 6.36401 1 1
1005023 1.36264 1 1
1005024 -10.0041 1 1
1005025 -4.46936 1 1
1005026 -1.72609 1 1
1005027 3.61957 1 1
1005028 2.44253 1 1
1005029 2.48203 1 1
1005030 2.38627 1 1
1005031 -2.90162 1 1
1005032 4.5852 1 1
1005033 -0.242902 1 1
1005034 5.55554 1 1
1005035 -2.80952 1 1
1005036 -3.2463 1 1
1005037 2.9064 1 1
1005038 -8.55134 1 1
1005039 -6.23809 1 1
1005040 -0.322744 1 1
1005041 -5.5294 1 1
1005042 1.85106 1 1
1005043 -6.18631 1 1
1005044 -8.91614 1 1
1005045 2.90867 1 1
1005046 1.64581 1 1
1005047 -5.60994 1 1
1005048 -2.33562 1 1
1005049 2.85018 1 1
1005050 -9.49087 1 1
1005051 -6.60635 1 1
1005052 -5.64965 1 1
1005053 1.03073 1 1
1005054 -4.82839 1 1
1005055 5.19904 1 1
1005056 8.42552 1 1
1005057 0.663336 1 1
1005058 -6.76328 1 1
1005059 2.21923 1 1
1005060 -3.01978 1 1
1005061 7.23827 1 1
1005062 3.39762 1 1
1005063 12.313 1 1
1005064 5.51893 1 1
1005065 7.42856 1 1
1005066 -1.77614 1 1
1005067 -6.09017 1 1
1005068 3.83573 1 1
1005069 -5.39181 1 1
1005070 3.58541 1 1
1005071 -2.81706 1 1
1005072 5.38837 1 1
1005073 -2.34508 1 1
1005074 -2.1817 1 1
1005075 1.47641 1 1
1005076 0.00138873 1 1
1005077 2.41732 1 1
1005078 0.669516 1 1
1005079 3.23874 1 1
1005080 0.754727 1 1
1005081 1.2727 1 1
1005082 4.57566 1 1
1005083 -3.51377 1 1
1005084 7.61688 1 1
1005085 0.625416 1 1
1005086 -5.8447 1 1
1005087 1.89611 1 1
1005088 1.79118 1 1
1005089 4.3367 1 1
1005090 -1.19758 1 1
1005091 7.00682 1 1
1005092 -1.75893 1 1
1005093 -1.01497 1 1
1005094 -7.1565 1 1
1005095 -2.33768 1 1
1005096 -8.96076 1 1
1005097 2.16684 1 1
1005098 -7.09997 1 1
1005099 4.94652 1 1
1005100 -4.7042 1 1
1005101 -1.93797 1 1
1005102 1.64235 1 1
1005103 -3.58677 1 1
1005104 1.48674 1 1
1005105 -5.14133 1 1
1005106 3.91574 1 1
1005107 -0.543194 1 1
1005108 -6.75321 1 1
1005109 0.881163 1 1
1005110 7.70142 1 1
1005111 -3.86945 1 1
1005112 1.30653 1 1
1005113 -10.2691 1 1
1005114 -0.452023 1 1
1005115 1.60406 1 1
1005116 -8.83709 1 1
1005117 -7.60868 1 1
1005118 -4.60044 1 1
1005119 2.71968 1 1
1005120 -2.91195 1 1
1005121 6.38798 1 1
1005122 -0.859005 1 1
1005123 3.76294 1 1
1005124 -6.78761 1 1
1005125 4.23621 1 1
1005126 4.38333 1 1
1005127 2.42603 1 1
1005128 -0.283527 1 1
1005129 0.774482 1 1
1005130 -2.0863 1 1
1005131 -6.83913 1 1
1005132 -5.43384 1 1
1005133 -0.132077 1 1
1005134 -2.92596 1 1
1005135 -0.257075 1 1
1005136 3.27562 1 1
1005137 0.953633 1 1
1005138 4.59065 1 1
1005139 2.2106 1 1
1005140 -2.00254 1 1
1005141 -0.186615 1 1
1005142 5.6851 1 1
1005143 3.55896 1 1
1005144 -1.91028 1 1
1005145 -0.337093 1 1
1005146 -2.15526 1 1
1005147 7.20054 1 1
1005148 0.54664 1 1
1005149 1.27382 1 1
1005150 -3.09885 1 1
1005151 -3.89088 1 1
1005152 1.08943 1 1
1005153 2.02586 1 1
1005154 -1.1794 1 1
1005155 -2.24944 1 1
1005156 1.49857 1 1
1005157 0.49201 1 1
1005158 4.92785 1 1
1005159 -1.66385 1 1
1005160 12.3793 1 1
1005161 -4.39032 1 1
1005162 2.12983 1 1
1005163 2.52075 1 1
1005164 -3.559 1 1
1005165 3.65186 1 1
1005166 3.94998 1 1
1005167 3.38096 1 1
1005168 0.0790267 1 1
1005169 3.01095 1 1
1005170 0.666421 1 1
1005171 -4.07138 1 1
1005172 4.35355 1 1
1005173 1.55385 1 1
1005174 -11.9803 1 1
1005175 4.99414 1 1
1005176 -0.55713 1 1
1005177 -0.0453987 1 1
1005178 2.52586 1 1
1005179 -9.79377 1 1
1005180 5.11852 1 1
1005181 0.34125 1 1
1005182 -2.87165 1 1
1005183 2.24114 1 1
1005184 -4.05363 1 1
1005185 -2.51183 1 1
1005186 -2.21626 1 1
1005187 0.654466 1 1
1005188 6.27469 1 1
1005189 4.47368 1 1
1005190 4.29304 1 1
1005191 3.15376 1 1
1005192 6.7502 1 1
1005193 -5.36533 1 1
1005194 -8.52178 1 1
1005195 -8.3162 1 1
1005196 1.03859 1 1
1005197 2.52473 1 1
1005198 -4.85561 1 1
1005199 5.3477 1 1
1005200 -2.6292 1 1
1005201 2.85117 1 1
1005202 8.40616 1 1
1005203 1.09366 1 1
1005204 -1.42826 1 1
1005205 -1.41765 1 1
1005206 -0.672529 1 1
1005207 4.85433 1 1
1005208 -5.8087 1 1
1005209 -4.40249 1 1
1005210 -6.04705 1 1
1005211 -2.90033 1 1
1005212 -5.52349 1 1
1005213 8.399 1 1
1005214 4.98536 1 1
1005215 -0.840622 1 1
1005216 0.41369 1 1
1005217 5.6529 1 1
1005218 2.14728 1 1
1005219 -2.07368 1 1
1005220 1.10983 1 1
1005221 -6.61955 1 1
1005222 -1.12442 1 1
1005223 2.39406 1 1
1005224 2.33982 1 1
1005225 2.60966 1 1
1005226 1.55186 1 1
1005227 4.54731 1 1
1005228 -7.4758 1 1
1005229 -1.61326 1 1
1005230 -4.82082 1 1
1005231 2.94292 1 1
1005232 2.35521 1 1
1005233 -0.0801056 1 1
1005234 6.88651 1 1
1005235 1.25508 1 1
1005236 -1.92329 1 1
1005237 2.55971 1 1
1005238 1.45634 1 1
1005239 -8.39217 1 1
1005240 -0.757838 1 1
1005241 -2.24998 1 1
1005242 -6.36052 1 1
1005243 8.45242 1 1
1005244 3.44151 1 1
1005245 6.58039 1 1
1005246 -2.93883 1 1
1005247 -6.46803 1 1
1005248 0.899796 1 1
1005249 -4.50132 1 1
1005250 -3.98909 1 1
1005251 -0.727009 1 1
1005252 2.19914 1 1
1005253 1.17378 1 1
1005254 1.19661 1 1
1005255 16.7206 1 1
1005256 -6.37308 1 1
1005257 -2.80324 1 1
1005258 -1.90158 1 1
1005259 -8.41193 1 1
1005260 6.15813 1 1
1005261 -8.8686 1 1
1005262 2.69072 1 1
1005263 0.748744 1 1
1005264 -1.53021 1 1
1005265 -3.69937 1 1
1005266 0.089111 1 1
1005267 3.90385 1 1
1005268 5.46798 1 1
1005269 -3.06861 1 1
1005270 -5.29132 1 1
1005271 0.992807 1 1
1005272 1.197 1 1
1005273 -5.32535 1 1
1005274 -2.34545 1 1
1005275 9.40625 1 1
1005276 5.21452 1 1
1005277 -4.63062 1 1
1005278 7.9854 1 1
1005279 -9.88177 1 1
1005280 3.42617 1 1
1005281 1.93304 1 1
1005282 -4.2533 1 1
1005283 -1.40887 1 1
1005284 -0.862484 1 1
1005285 -0.975162 1 1
1005286 -6.84436 1 1
1005287 -5.64223 1 1
1005288 -1.27685 1 1
1005289 -8.87063 1 1
1005290 8.85212 1 1
1005291 -0.59007 1 1
1005292 -9.28364 1 1
1005293 6.32958 1 1
1005294 -0.0895027 1 1
1005295 3.37336 1 1
1005296 4.42037 1 1
1005297 4.01989 1 1
1005298 -6.03944 1 1
1005299 0.306154 1 1
1005300 1.57386 1 1
1005301 7.45794 1 1
1005302 -2.06845 1 1
1005303 4.86844 1 1
1005304 -3.48021 1 1
1005305 -5.48929 1 1
1005306 -1.38983 1 1
1005307 -5.68071 1 1
1005308 -2.82425 1 1
1005309 -0.943856 1 1
1005310 -5.88333 1 1
1005311 -7.21745 1 1
1005312 4.15619 1 1
1005313 -1.92501 1 1
1005314 1.35847 1 1
1005315 6.14202 1 1
1005316 -0.293203 1 1
1005317 6.96925 1 1
1005318 -3.71512 1 1
1005319 -0.733783 1 1
1005320 1.54395 1 1
1005321 0.181468 1 1
1005322 2.88215 1 1
1005323 0.24183 1 1
1005324 -3.25408 1 1
1005325 0.606675 1 1
1005326 0.638219 1 1
1005327 0.896853 1 1
1005328 0.642166 1 1
1005329 -0.826771 1 1
1005330 4.96139 1 1
1005331 -9.22177 1 1
1005332 -1.94075 1 1
1005333 8.03544 1 1
1005334 2.96089 1 1
1005335 5.74386 1 1
1005336 -0.256926 1 1
1005337 -1.92536 1 1
1005338 -3.68957 1 1
1005339 -1.06401 1 1
1005340 -1.92561 1 1
1005341 -0.737468 1 1
1005342 8.7319 1 1
1005343 3.32266 1 1
1005344 -1.05823 1 1
1005345 3.45693 1 1
1005346 -4.94124 1 1
1005347 6.56716 1 1
1005348 8.70457 1 1
1005349 -0.83418 1 1
1005350 -0.515161 1 1
1005351 7.69852 1 1
1005352 -1.98883 1 1
1005353 -5.94822 1 1
1005354 -2.05912 1 1
1005355 0.169633 1 1
1005356 -5.42417 1 1
1005357 -0.324433 1 1
1005358 -2.0229 1 1
1005359 2.84602 1 1
1005360 -1.35146 1 1
1005361 4.05184 1 1
1005362 -1.86655 1 1
1005363 6.31758 1 1
1005364 0.555651 1 1
1005365 2.05393 1 1
1005366 -1.86209 1 1
1005367 12.7039 1 1
1005368 3.90725 1 1
1005369 5.55685 1 1
1005370 -0.136076 1 1
1005371 -2.16783 1 1
1005372 1.72288 1 1
1005373 -1.7454 1 1
1005374 -2.47901 1 1
1005375 5.4238 1 1
1005376 0.64758 1 1
1005377 1.22215 1 1
1005378 -2.51368 1 1
1005379 -2.00856 1 1
1005380 3.22711 1 1
1005381 0.485279 1 1
1005382 -4.91645 1 1
1005383 1.9023 1 1
1005384 -4.35729 1 1
1005385 3.17196 1 1
1005386 -6.54726 1 1
1005387 3.01835 1 1
1005388 -5.82253 1 1
1005389 9.08061 1 1
1005390 0.48795 1 1
1005391 -2.56522 1 1
1005392 3.34275 1 1
1005393 2.53418 1 1
1005394 5.63347 1 1
1005395 1.07514 1 1
1005396 0.774673 1 1
1005397 4.38728 1 1
1005398 2.73366 1 1
1005399 -0.445189 1 1
1005400 1.07403 1 1
1005401 -2.44919 1 1
1005402 6.59248 1 1
1005403 -0.78022 1 1
1005404 -2.88712 1 1
1005405 -5.12151 1 1
1005406 0.129817 1 1
1005407 1.30578 1 1
1005408 -7.664 1 1
1005409 0.783694 1 1
1005410 3.01009 1 1
1005411 2.61228 1 1
1005412 2.62672 1 1
1005413 -3.87301 1 1
1005414 5.03209 1 1
1005415 -2.73922 1 1
1005416 1.12342 1 1
1005417 -5.35265 1 1
1005418 -7.75965 1 1
1005419 7.49167 1 1
1005420 4.87935 1 1
1005421 -3.43348 1 1
1005422 1.95 1 1
1005423 -2.58103 1 1
1005424 -3.90141 1 1
1005425 6.31505 1 1
1005426 0.436197 1 1
1005427 6.69051 1 1
1005428 -2.97029 1 1
1005429 1.15419 1 1
1005430 3.52245 1 1
1005431 0.533144 1 1
1005432 1.894 1 1
1005433 4.55201 1 1
1005434 4.5793 1 1
1005435 -9.22377 1 1
1005436 -1.39316 1 1
1005437 -1.65099 1 1
1005438 1.88581 1 1
1005439 -5.10527 1 1
1005440 -1.52527 1 1
1005441 1.62593 1 1
1005442 -1.20462 1 1
1005443 -2.51357 1 1
1005444 1.6654 1 1
1005445 -2.14108 1 1
1005446 -2.36749 1 1
1005447 1.8823 1 1
1005448 -0.763817 1 1
1005449 8.26309 1 1
1005450 0.446556 1 1
1005451 -3.9147 1 1
1005452 0.65774 1 1
1005453 5.55803 1 1
1005454 2.01488 1 1
1005455 -8.00415 1 1
1005456 0.384468 1 1
1005457 -4.0626 1 1
1005458 3.88088 1 1
1005459 0.905791 1 1
1005460 5.02626 1 1
1005461 4.14491 1 1
1005462 0.530934 1 1
1005463 8.86047 1 1
1005464 -1.01342 1 1
1005465 1.1855 1 1
1005466 -0.376315 1 1
1005467 -0.307163 1 1
1005468 8.41665 1 1
1005469 -4.42425 1 1
1005470 -0.248649 1 1
1005471 5.28865 1 1
1005472 -5.9304 1 1
1005473 -1.8345 1 1
1005474 3.47894 1 1
1005475 -0.119381 1 1
1005476 1.44057 1 1
1005477 6.19139 1 1
1005478 -5.41198 1 1
1005479 -5.55014 1 1
1005480 -1.75537 1 1
1005481 2.63408 1 1
1005482 5.93357 1 1
1005483 2.41444 1 1
1005484 -9.04454 1 1
1005485 10.2479 1 1
1005486 -3.50552 1 1
1005487 1.15456 1 1
1005488 3.36413 1 1
1005489 -4.19007 1 1
1005490 -1.28784 1 1
1005491 -2.01538 1 1
1005492 -5.0617 1 1
1005493 -6.95454 1 1
1005494 -2.74023 1 1
1005495 -4.91923 1 1
1005496 0.543365 1 1
1005497 4.41497 1 1
1005498 2.05807 1 1
1005499 -0.281223 1 1
1005500 2.30247 1 1
1005501 -4.79555 1 1
1005502 -1.62781 1 1
1005503 8.20823 1 1
1005504 -3.64413 1 1
1005505 9.50063 1 1
1005506 -0.511215 1 1
1005507 4.58746 1 1
1005508 -0.0695387 1 1
1005509 -4.97955 1 1
1005510 2.8179 1 1
1005511 2.93852 1 1
1005512 3.48139 1 1
1005513 -3.62013 1 1
1005514 0.501501 1 1
1005515 0.155631 1 1
1005516 2.76016 1 1
1005517 1.73915 1 1
1005518 3.73362 1 1
1005519 5.08152 1 1
1005520 3.03546 1 1
1005521 3.35238 1 1
1005522 0.673095 1 1
1005523 3.40601 1 1
1005524 2.32532 1 1
1005525 0.581499 1 1
1005526 -2.42335 1 1
1005527 2.45541 1 1
1005528 -1.11074 1 1
1005529 -9.65037 1 1
1005530 6.70864 1 1
1005531 1.223 1 1
1005532 -2.00875 1 1
1005533 -2.0427 1 1
1005534 0.0401841 1 1
1005535 0.50277 1 1
1005536 1.87019 1 1
1005537 4.22939 1 1
1005538 1.37253 1 1
1005539 0.135264 1 1
1005540 -5.78581 1 1
1005541 -0.427985 1 1
1005542 7.11979 1 1
1005543 -5.64317 1 1
1005544 -2.31988 1 1
1005545 4.31499 1 1
1005546 4.23521 1 1
1005547 -8.44757 1 1
1005548 2.26988 1 1
1005549 2.64763 1 1
1005550 1.55837 1 1
1005551 4.87179 1 1
1005552 -3.89975 1 1
1005553 2.43918 1 1
1005554 1.3711 1 1
1005555 -3.48603 1 1
1005556 2.1194 1 1
1005557 1.17357 1 1
1005558 -2.12223 1 1
1005559 5.79225 1 1
1005560 -5.96226 1 1
1005561 9.07488 1 1
1005562 1.58074 1 1
1005563 1.81295 1 1
1005564 5.2813 1 1
1005565 12.7206 1 1
1005566 -1.83085 1 1
1005567 7.04835 1 1
1005568 0.959731 1 1
1005569 -1.57106 1 1
1005570 -13.2022 1 1
1005571 -2.44743 1 1
1005572 5.45353 1 1
1005573 -2.80231 1 1
1005574 -6.60193 1 1
1005575 1.20267 1 1
1005576 -12.2466 1 1
1005577 -1.57912 1 1
1005578 -4.30974 1 1
1005579 4.89644 1 1
1005580 0.917779 1 1
1005581 1.17358 1 1
1005582 -2.94576 1 1
1005583 5.0338 1 1
1005584 -3.25903 1 1
1005585 2.4486 1 1
1005586 -2.00436 1 1
1005587 3.84999 1 1
1005588 2.87242 1 1
1005589 -4.01848 1 1
1005590 4.22691 1 1
1005591 7.82638 1 1
1005592 -6.71329 1 1
1005593 -0.0151382 1 1
1005594 1.40813 1 1
1005595 3.60104 1 1
1005596 4.803 1 1
1005597 -3.11213 1 1
1005598 -3.19724 1 1
1005599 -0.732799 1 1
1005600 -5.7962 1 1
1005601 -7.69193 1 1
1005602 0.129036 1 1
1005603 -0.151548 1 1
1005604 2.26813 1 1
1005605 -3.18191 1 1
1005606 10.1615 1 1
1005607 4.07359 1 1
1005608 5.80771 1 1
1005609 -1.21356 1 1
1005610 -3.94495 1 1
1005611 3.85728 1 1
1005612 -4.73274 1 1
1005613 8.16989 1 1
1005614 9.46717 1 1
1005615 -5.33405 1 1
1005616 -2.66969 1 1
1005617 -1.18838 1 1
1005618 4.94552 1 1
1005619 -2.25144 1 1
1005620 -0.416874 1 1
1005621 3.91716 1 1
1005622 -3.3826 1 1
1005623 7.58932 1 1
1005624 7.76779 1 1
1005625 -0.725501 1 1
1005626 -4.74732 1 1
1005627 4.55856 1 1
1005628 1.97625 1 1
1005629 3.06449 1 1
1005630 -3.69773 1 1
1005631 4.0834 1 1
1005632 -8.8056 1 1
1005633 -6.47448 1 1
1005634 -2.58056 1 1
1005635 8.0504 1 1
1005636 6.34168 1 1
1005637 0.737504 1 1
1005638 -6.49673 1 1
1005639 -6.71662 1 1
1005640 -2.94816 1 1
1005641 -2.84164 1 1
1005642 -2.68658 1 1
1005643 3.36633 1 1
1005644 0.281788 1 1
1005645 1.81705 1 1
1005646 -4.49313 1 1
1005647 -7.60425 1 1
1005648 9.04925 1 1
1005649 4.65401 1 1
1005650 2.64108 1 1
1005651 -0.565819 1 1
1005652 10.6586 1 1
1005653 2.77595 1 1
1005654 9.88235 1 1
1005655 6.4847 1 1
1005656 -14.1615 1 1
1005657 3.68145 1 1
1005658 2.16203 1 1
1005659 -3.88192 1 1
1005660 -1.42068 1 1
1005661 -2.0589 1 1
1005662 -4.84447 1 1
1005663 1.81961 1 1
1005664 0.538824 1 1
1005665 3.98457 1 1
1005666 -9.45963 1 1
1005667 0.481461 1 1
1005668 -3.18751 1 1
1005669 5.83024 1 1
1005670 -1.93104 1 1
1005671 10.099 1 1
1005672 2.91581 1 1
1005673 -5.02582 1 1
1005674 3.88847 1 1
1005675 -0.418364 1 1
1005676 -7.03237 1 1
1005677 5.89257 1 1
1005678 -4.31507 1 1
1005679 -3.44177 1 1
1005680 1.07651 1 1
1005681 -4.67462 1 1
1005682 -4.92661 1 1
1005683 0.998868 1 1
1005684 14.043 1 1
1005685 -1.139 1 1
1005686 -4.21739 1 1
1005687 -4.5623 1 1
1005688 3.05042 1 1
1005689 0.716385 1 1
1005690 0.0797422 1 1
1005691 -3.91697 1 1
1005692 -3.07212 1 1
1005693 -1.71842 1 1
1005694 -3.7328 1 1
1005695 -9.16649 1 1
1005696 3.18024 1 1
1005697 -1.95345 1 1
1005698 -1.18489 1 1
1005699 9.88319 1 1
1005700 -1.65301 1 1
1005701 2.3581 1 1
1005702 2.11919 1 1
1005703 0.455378 1 1
1005704 -0.502504 1 1
1005705 4.122 1 1
1005706 5.35717 1 1
1005707 3.72921 1 1
1005708 0.785958 1 1
1005709 -0.618824 1 1
1005710 -3.06345 1 1
1005711 8.45386 1 1
1005712 5.50485 1 1
1005713 -0.179281 1 1
1005714 -4.92597 1 1
1005715 -1.93974 1 1
1005716 -5.64705 1 1
1005717 -3.31589 1 1
1005718 -3.72861 1 1
1005719 6.76233 1 1
1005720 1.62051 1 1
1005721 0.591543 1 1
1005722 -2.46252 1 1
1005723 1.82091 1 1
1005724 9.21608 1 1
1005725 2.60225 1 1
1005726 1.74723 1 1
1005727 6.8509 1 1
1005728 5.1329 1 1
1005729 8.34765 1 1
1005730 1.31125 1 1
1005731 2.71439 1 1
1005732 -10.2716 1 1
1005733 -5.39203 1 1
1005734 0.292165 1 1
1005735 -8.17395 1 1
1005736 2.18291 1 1
1005737 2.68508 1 1
1005738 -7.33538 1 1
1005739 6.08431 1 1
1005740 1.4287 1 1
1005741 -1.01698 1 1
1005742 -2.49398 1 1
1005743 -0.795165 1 1
1005744 -4.59515 1 1
1005745 -6.47727 1 1
1005746 0.918695 1 1
1005747 -6.03554 1 1
1005748 2.95142 1 1
1005749 -6.11304 1 1
1005750 5.0432 1 1
1005751 -3.83125 1 1
1005752 -5.51878 1 1
1005753 1.78431 1 1
1005754 -2.3354 1 1
1005755 -0.836624 1 1
1005756 -0.83079 1 1
1005757 1.61944 1 1
1005758 -1.88743 1 1
1005759 -5.15967 1 1
1005760 0.345227 1 1
1005761 1.35523 1 1
1005762 0.255577 1 1
1005763 5.11689 1 1
1005764 3.08518 1 1
1005765 4.05054 1 1
1005766 1.77959 1 1
1005767 7.0968 1 1
1005768 -6.54901 1 1
1005769 3.19355 1 1
1005770 6.28895 1 1
1005771 9.83173 1 1
1005772 7.24939 1 1
1005773 -0.281079 1 1
1005774 0.0201479 1 1
1005775 -3.68745 1 1
1005776 9.38728 1 1
1005777 -2.14555 1 1
1005778 0.784351 1 1
1005779 2.08803 1 1
1005780 -3.69 1 1
1005781 -5.65581 1 1
1005782 -4.6135 1 1
1005783 3.92307 1 1
1005784 2.38972 1 1
1005785 -7.94251 1 1
1005786 5.34253 1 1
1005787 0.657588 1 1
1005788 -4.27819 1 1
1005789 3.53621 1 1
1005790 2.39187 1 1
1005791 -5.87359 1 1
1005792 2.81861 1 1
1005793 -3.97273 1 1
1005794 0.130978 1 1
1005795 6.01475 1 1
1005796 -4.96328 1 1
1005797 -0.646005 1 1
1005798 -1.73614 1 1
1005799 -1.38648 1 1
1005800 2.45787 1 1
1005801 -1.02875 1 1
1005802 -1.05906 1 1
1005803 -4.94116 1 1
1005804 5.11348 1 1
1005805 1.92725 1 1
1005806 5.6037 1 1
1005807 -1.7439 1 1
1005808 -3.74298 1 1
1005809 -7.26318 1 1
1005810 -2.11972 1 1
1005811 7.26244 1 1
1005812 -4.30819 1 1
1005813 -7.08195 1 1
1005814 2.03751 1 1
1005815 -1.42946 1 1
1005816 -2.60567 1 1
1005817 -2.85187 1 1
1005818 1.35178 1 1
1005819 4.39784 1 1
1005820 5.8187 1 1
1005821 -0.780442 1 1
1005822 -9.19963 1 1
1005823 -0.159404 1 1
1005824 6.33204 1 1
1005825 1.64234 1 1
1005826 -2.21444 1 1
1005827 4.56642 1 1
1005828 0.838428 1 1
1005829 -2.49789 1 1
1005830 -6.74054 1 1
1005831 -2.67048 1 1
1005832 1.1319 1 1
1005833 -0.0589229 1 1
1005834 4.44049 1 1
1005835 5.26043 1 1
1005836 -1.81297 1 1
1005837 0.161423 1 1
1005838 4.00628 1 1
1005839 -1.28329 1 1
1005840 -0.0870829 1 1
1005841 4.71065 1 1
1005842 3.44902 1 1
1005843 3.26561 1 1
1005844 3.63854 1 1
1005845 -0.85468 1 1
1005846 -0.20326 1 1
1005847 4.13314 1 1
1005848 -0.769674 1 1
1005849 -2.58053 1 1
1005850 -0.394843 1 1
1005851 -1.10698 1 1
1005852 -4.7666 1 1
1005853 -3.82776 1 1
1005854 6.44373 1 1
1005855 -4.0046 1 1
1005856 -0.293912 1 1
1005857 -2.80799 1 1
1005858 1.68 1 1
1005859 -4.77001 1 1
1005860 3.77637 1 1
1005861 2.58017 1 1
1005862 6.41159 1 1
1005863 2.50381 1 1
1005864 -4.21985 1 1
1005865 -3.20493 1 1
1005866 -1.09919 1 1
1005867 3.09086 1 1
1005868 10.4466 1 1
1005869 3.16851 1 1
1005870 1.66624 1 1
1005871 2.35953 1 1
1005872 0.392003 1 1
1005873 -1.74817 1 1
1005874 3.49056 1 1
1005875 -3.44839 1 1
1005876 -4.77417 1 1
1005877 -0.0147308 1 1
1005878 3.21117 1 1
1005879 8.42587 1 1
1005880 2.17021 1 1
1005881 -1.03994 1 1
1005882 3.23856 1 1
1005883 0.161178 1 1
1005884 6.95378 1 1
1005885 -4.42092 1 1
1005886 -4.30974 1 1
1005887 2.48795 1 1
1005888 -0.314505 1 1
1005889 -2.21056 1 1
1005890 0.612545 1 1
1005891 2.9953 1 1
1005892 4.33306 1 1
1005893 -1.76875 1 1
1005894 2.94118 1 1
1005895 -7.62391 1 1
1005896 -3.2267 1 1
1005897 1.18542 1 1
1005898 6.06534 1 1
1005899 0.304474 1 1
1005900 -6.37309 1 1
1005901 5.75387 1 1
1005902 -0.145487 1 1
1005903 3.46611 1 1
1005904 0.584 1 1
1005905 0.993424 1 1
1005906 -4.16086 1 1
1005907 0.847388 1 1
1005908 1.19503 1 1
1005909 1.04639 1 1
1005910 -0.072527 1 1
1005911 1.06404 1 1
1005912 2.76572 1 1
1005913 4.29337 1 1
1005914 4.02769 1 1
1005915 -0.759494 1 1
1005916 2.53561 1 1
1005917 -2.21474 1 1
1005918 2.48764 1 1
1005919 -3.48221 1 1
1005920 2.5792 1 1
1005921 0.650464 1 1
1005922 -2.9944 1 1
1005923 0.821512 1 1
1005924 -2.47204 1 1
1005925 -4.59324 1 1
1005926 -1.10445 1 1
1005927 6.8221 1 1
1005928 -5.69656 1 1
1005929 -2.06686 1 1
1005930 -2.54131 1 1
1005931 4.79409 1 1
1005932 -2.32976 1 1
1005933 0.657052 1 1
1005934 -0.96597 1 1
1005935 -5.27394 1 1
1005936 4.61668 1 1
1005937 3.49243 1 1
1005938 0.482416 1 1
1005939 7.12164 1 1
1005940 -8.03995 1 1
1005941 -6.67931 1 1
1005942 9.67392 1 1
1005943 -9.87079 1 1
1005944 -4.34314 1 1
1005945 -11.0212 1 1
1005946 1.50445 1 1
1005947 2.89526 1 1
1005948 0.983654 1 1
1005949 3.24922 1 1
1005950 0.170463 1 1
1005951 -2.40081 1 1
1005952 7.57237 1 1
1005953 -6.7485 1 1
1005954 -1.17979 1 1
1005955 1.67983 1 1
1005956 7.31174 1 1
1005957 -4.58591 1 1
1005958 3.64597 1 1
1005959 0.0265367 1 1
1005960 -1.54622 1 1
1005961 3.4715 1 1
1005962 6.96926 1 1
1005963 -11.2214 1 1
1005964 -1.55986 1 1
1005965 0.788404 1 1
1005966 4.51948 1 1
1005967 -1.3868 1 1
1005968 -1.74393 1 1
1005969 -3.61876 1 1
1005970 -0.852369 1 1
1005971 1.69254 1 1
1005972 -5.34215 1 1
1005973 2.58182 1 1
1005974 2.85764 1 1
1005975 0.336857 1 1
